1_95 	 93.731197 	 100.000000 	 20.000000 	 0.158115 	 100.000000 
1_94 	 73.823958 	 100.000000 	 20.000000 	 0.231303 	 100.000000 
1_119 	 30.573520 	 100.000000 	 20.000000 	 1.473108 	 50.000000 
1_118 	 73.865677 	 100.000000 	 20.000000 	 1.512646 	 100.000000 
1_115 	 13.495593 	 100.000000 	 20.000000 	 1.559177 	 75.000000 
1_106 	 35.485947 	 100.000000 	 20.000000 	 1.701584 	 100.000000 
1_100 	 43.571153 	 100.000000 	 20.000000 	 1.720610 	 75.000000 
1_102 	 6.726179 	 100.000000 	 20.000000 	 2.195385 	 75.000000 
1_103 	 79.357357 	 100.000000 	 20.000000 	 2.226348 	 100.000000 
1_75 	 56.317121 	 100.000000 	 20.000000 	 2.242292 	 100.000000 
1_91 	 26.759136 	 100.000000 	 20.000000 	 2.829308 	 100.000000 
1_29 	 47.646136 	 100.000000 	 20.000000 	 3.399879 	 100.000000 
1_50 	 50.895889 	 100.000000 	 20.000000 	 3.597428 	 75.000000 
1_111 	 7.128380 	 100.000000 	 20.000000 	 4.806795 	 100.000000 
1_92 	 63.654346 	 100.000000 	 20.000000 	 4.935668 	 100.000000 
1_105 	 21.352416 	 100.000000 	 20.000000 	 5.516754 	 50.000000 
1_16 	 56.331866 	 100.000000 	 20.000000 	 5.632897 	 75.000000 
1_86 	 10.215233 	 100.000000 	 20.000000 	 5.928580 	 50.000000 
1_0 	 72.022713 	 100.000000 	 20.000000 	 6.264805 	 100.000000 
1_89 	 81.816938 	 100.000000 	 20.000000 	 6.332107 	 100.000000 
1_34 	 44.583181 	 100.000000 	 20.000000 	 6.470447 	 75.000000 
1_46 	 16.782666 	 100.000000 	 20.000000 	 6.622073 	 50.000000 
1_4 	 77.418361 	 100.000000 	 20.000000 	 6.897914 	 100.000000 
1_72 	 66.208457 	 100.000000 	 20.000000 	 7.090278 	 100.000000 
1_23 	 87.742227 	 100.000000 	 20.000000 	 7.120162 	 100.000000 
1_98 	 53.442839 	 100.000000 	 20.000000 	 7.337909 	 100.000000 
1_104 	 1.489814 	 100.000000 	 20.000000 	 7.508428 	 50.000000 
1_114 	 99.895558 	 100.000000 	 20.000000 	 7.778423 	 100.000000 
1_31 	 95.854588 	 100.000000 	 20.000000 	 7.804715 	 100.000000 
1_67 	 29.976869 	 100.000000 	 20.000000 	 8.006767 	 100.000000 
1_83 	 82.684441 	 100.000000 	 20.000000 	 8.167074 	 100.000000 
1_78 	 60.533108 	 100.000000 	 20.000000 	 8.293140 	 100.000000 
1_52 	 75.314426 	 100.000000 	 20.000000 	 8.341028 	 100.000000 
1_59 	 0.390116 	 100.000000 	 20.000000 	 8.527986 	 100.000000 
1_37 	 40.404448 	 100.000000 	 20.000000 	 8.676259 	 100.000000 
1_73 	 62.801748 	 100.000000 	 20.000000 	 8.701344 	 100.000000 
1_12 	 31.744872 	 100.000000 	 20.000000 	 8.914487 	 100.000000 
1_70 	 38.085882 	 100.000000 	 20.000000 	 9.000170 	 50.000000 
1_63 	 54.025901 	 100.000000 	 20.000000 	 9.018475 	 75.000000 
1_35 	 13.288529 	 100.000000 	 20.000000 	 9.243750 	 100.000000 
1_8 	 31.316539 	 100.000000 	 20.000000 	 9.339122 	 50.000000 
1_54 	 31.190240 	 100.000000 	 20.000000 	 9.595574 	 75.000000 
1_99 	 75.828455 	 100.000000 	 20.000000 	 9.705555 	 100.000000 
1_36 	 76.803038 	 100.000000 	 20.000000 	 9.732173 	 100.000000 
1_24 	 69.943884 	 100.000000 	 20.000000 	 9.847756 	 100.000000 
1_81 	 75.925362 	 100.000000 	 20.000000 	 10.090772 	 100.000000 
1_15 	 45.174244 	 100.000000 	 20.000000 	 10.198467 	 75.000000 
1_17 	 29.464779 	 100.000000 	 20.000000 	 10.239284 	 75.000000 
1_109 	 78.644243 	 100.000000 	 20.000000 	 10.517469 	 100.000000 
1_6 	 81.101301 	 100.000000 	 20.000000 	 10.776843 	 100.000000 
1_10 	 16.674311 	 100.000000 	 20.000000 	 10.860600 	 100.000000 
1_5 	 88.904118 	 100.000000 	 20.000000 	 11.224443 	 100.000000 
1_40 	 52.351015 	 100.000000 	 20.000000 	 11.226143 	 100.000000 
1_113 	 66.570566 	 100.000000 	 20.000000 	 11.342340 	 100.000000 
1_80 	 31.903766 	 100.000000 	 20.000000 	 11.552348 	 50.000000 
1_9 	 58.483431 	 100.000000 	 20.000000 	 11.700495 	 100.000000 
1_84 	 11.013079 	 100.000000 	 20.000000 	 11.878272 	 50.000000 
1_107 	 23.743228 	 100.000000 	 20.000000 	 12.021410 	 100.000000 
1_1 	 61.347730 	 100.000000 	 20.000000 	 12.400632 	 75.000000 
1_18 	 74.372090 	 100.000000 	 20.000000 	 12.531094 	 100.000000 
1_64 	 68.039332 	 100.000000 	 20.000000 	 12.728019 	 100.000000 
