0_0 	 13.813824 	 100.000000 	 20.000000 	 0.000000 	 
0_1 	 55.247175 	 100.000000 	 20.000000 	 0.000000 	 
0_2 	 65.844459 	 100.000000 	 20.000000 	 0.000000 	 
0_3 	 96.887770 	 100.000000 	 20.000000 	 0.000000 	 
0_4 	 30.110455 	 100.000000 	 20.000000 	 0.000000 	 
0_5 	 21.486341 	 100.000000 	 20.000000 	 0.000000 	 
0_6 	 24.110886 	 100.000000 	 20.000000 	 0.000000 	 
0_7 	 84.257111 	 100.000000 	 20.000000 	 0.000000 	 
0_8 	 49.149658 	 100.000000 	 20.000000 	 0.000000 	 
0_9 	 86.908174 	 100.000000 	 20.000000 	 0.000000 	 
0_10 	 10.354912 	 100.000000 	 20.000000 	 0.000000 	 
0_11 	 10.080118 	 100.000000 	 20.000000 	 0.000000 	 
0_12 	 52.699032 	 100.000000 	 20.000000 	 0.000000 	 
0_13 	 38.038776 	 100.000000 	 20.000000 	 0.000000 	 
0_14 	 36.324800 	 100.000000 	 20.000000 	 0.000000 	 
0_15 	 29.525630 	 100.000000 	 20.000000 	 0.000000 	 
0_16 	 86.721759 	 100.000000 	 20.000000 	 0.000000 	 
0_17 	 79.350019 	 100.000000 	 20.000000 	 0.000000 	 
0_18 	 25.866043 	 100.000000 	 20.000000 	 0.000000 	 
0_19 	 70.508972 	 100.000000 	 20.000000 	 0.000000 	 
0_20 	 3.725807 	 100.000000 	 20.000000 	 0.000000 	 
0_21 	 89.539019 	 100.000000 	 20.000000 	 0.000000 	 
0_22 	 91.226763 	 100.000000 	 20.000000 	 0.000000 	 
0_23 	 73.289020 	 100.000000 	 20.000000 	 0.000000 	 
0_24 	 91.921053 	 100.000000 	 20.000000 	 0.000000 	 
0_25 	 1.252874 	 100.000000 	 20.000000 	 0.000000 	 
0_26 	 60.234831 	 100.000000 	 20.000000 	 0.000000 	 
0_27 	 21.992427 	 100.000000 	 20.000000 	 0.000000 	 
0_28 	 52.425128 	 100.000000 	 20.000000 	 0.000000 	 
0_29 	 54.350301 	 100.000000 	 20.000000 	 0.000000 	 
0_30 	 85.863683 	 100.000000 	 20.000000 	 0.000000 	 
0_31 	 25.341056 	 100.000000 	 20.000000 	 0.000000 	 
0_32 	 85.913745 	 100.000000 	 20.000000 	 0.000000 	 
0_33 	 95.916380 	 100.000000 	 20.000000 	 0.000000 	 
0_34 	 43.682235 	 100.000000 	 20.000000 	 0.000000 	 
0_35 	 85.648528 	 100.000000 	 20.000000 	 0.000000 	 
0_36 	 63.022089 	 100.000000 	 20.000000 	 0.000000 	 
0_37 	 94.585342 	 100.000000 	 20.000000 	 0.000000 	 
0_38 	 74.380903 	 100.000000 	 20.000000 	 0.000000 	 
0_39 	 12.895179 	 100.000000 	 20.000000 	 0.000000 	 
0_40 	 38.816701 	 100.000000 	 20.000000 	 0.000000 	 
0_41 	 44.382312 	 100.000000 	 20.000000 	 0.000000 	 
0_42 	 37.515864 	 100.000000 	 20.000000 	 0.000000 	 
0_43 	 37.532075 	 100.000000 	 20.000000 	 0.000000 	 
0_44 	 56.098378 	 100.000000 	 20.000000 	 0.000000 	 
0_45 	 90.558605 	 100.000000 	 20.000000 	 0.000000 	 
0_46 	 4.082860 	 100.000000 	 20.000000 	 0.000000 	 
0_47 	 56.145285 	 100.000000 	 20.000000 	 0.000000 	 
0_48 	 69.384953 	 100.000000 	 20.000000 	 0.000000 	 
0_49 	 70.028448 	 100.000000 	 20.000000 	 0.000000 	 
0_50 	 74.809234 	 100.000000 	 20.000000 	 0.000000 	 
0_51 	 31.448848 	 100.000000 	 20.000000 	 0.000000 	 
0_52 	 72.185794 	 100.000000 	 20.000000 	 0.000000 	 
0_53 	 34.073574 	 100.000000 	 20.000000 	 0.000000 	 
0_54 	 64.684158 	 100.000000 	 20.000000 	 0.000000 	 
0_55 	 5.547359 	 100.000000 	 20.000000 	 0.000000 	 
0_56 	 50.613120 	 100.000000 	 20.000000 	 0.000000 	 
0_57 	 56.511052 	 100.000000 	 20.000000 	 0.000000 	 
0_58 	 26.871130 	 100.000000 	 20.000000 	 0.000000 	 
0_59 	 29.458592 	 100.000000 	 20.000000 	 0.000000 	 
0_60 	 51.929857 	 100.000000 	 20.000000 	 0.000000 	 
0_61 	 60.711014 	 100.000000 	 20.000000 	 0.000000 	 
0_62 	 68.918626 	 100.000000 	 20.000000 	 0.000000 	 
0_63 	 61.222371 	 100.000000 	 20.000000 	 0.000000 	 
0_64 	 40.314677 	 100.000000 	 20.000000 	 0.000000 	 
0_65 	 5.107671 	 100.000000 	 20.000000 	 0.000000 	 
0_66 	 49.205446 	 100.000000 	 20.000000 	 0.000000 	 
0_67 	 88.892641 	 100.000000 	 20.000000 	 0.000000 	 
0_68 	 36.663114 	 100.000000 	 20.000000 	 0.000000 	 
0_69 	 7.614957 	 100.000000 	 20.000000 	 0.000000 	 
0_70 	 71.024377 	 100.000000 	 20.000000 	 0.000000 	 
0_71 	 99.820717 	 100.000000 	 20.000000 	 0.000000 	 
0_72 	 86.280268 	 100.000000 	 20.000000 	 0.000000 	 
0_73 	 81.664705 	 100.000000 	 20.000000 	 0.000000 	 
0_74 	 63.815113 	 100.000000 	 20.000000 	 0.000000 	 
0_75 	 24.611659 	 100.000000 	 20.000000 	 0.000000 	 
0_76 	 61.090493 	 100.000000 	 20.000000 	 0.000000 	 
0_77 	 40.005048 	 100.000000 	 20.000000 	 0.000000 	 
0_78 	 4.344665 	 100.000000 	 20.000000 	 0.000000 	 
0_79 	 29.918811 	 100.000000 	 20.000000 	 0.000000 	 
0_80 	 76.391843 	 100.000000 	 20.000000 	 0.000000 	 
0_81 	 21.114577 	 100.000000 	 20.000000 	 0.000000 	 
0_82 	 19.335401 	 100.000000 	 20.000000 	 0.000000 	 
0_83 	 60.804442 	 100.000000 	 20.000000 	 0.000000 	 
0_84 	 60.457024 	 100.000000 	 20.000000 	 0.000000 	 
0_85 	 97.240464 	 100.000000 	 20.000000 	 0.000000 	 
0_86 	 31.542913 	 100.000000 	 20.000000 	 0.000000 	 
0_87 	 79.386965 	 100.000000 	 20.000000 	 0.000000 	 
0_88 	 85.350212 	 100.000000 	 20.000000 	 0.000000 	 
0_89 	 64.357586 	 100.000000 	 20.000000 	 0.000000 	 
0_90 	 48.281879 	 100.000000 	 20.000000 	 0.000000 	 
0_91 	 88.862964 	 100.000000 	 20.000000 	 0.000000 	 
0_92 	 80.710506 	 100.000000 	 20.000000 	 0.000000 	 
0_93 	 87.734645 	 100.000000 	 20.000000 	 0.000000 	 
0_94 	 21.139537 	 100.000000 	 20.000000 	 0.000000 	 
0_95 	 55.795959 	 100.000000 	 20.000000 	 0.000000 	 
0_96 	 72.157399 	 100.000000 	 20.000000 	 0.000000 	 
0_97 	 51.412942 	 100.000000 	 20.000000 	 0.000000 	 
0_98 	 33.754578 	 100.000000 	 20.000000 	 0.000000 	 
0_99 	 41.089797 	 100.000000 	 20.000000 	 0.000000 	 
